PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,MaxHeight,MeasuredDuration,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,PlayID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,PitchLocationConfidence,CatcherThrowLocationConfidence,CatcherThrowReleaseConfidence,PitchMovementConfidence
158,2022-04-23,15:48:44.76,5,7,"Morris, Zack",1000047549,Left,ARK_RAZ,"Rock, Dylan",1000026203,Right,TEX_AGG,Undefined,4,Bottom,2,2,2,Slider,Slider,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,84.43138,-0.356683,1.840351,2219.535619,145.64847,10:45,5.75652,-2.68333,5.26567,-36.4049,3.24961,-1.47343,2.38751,-1.07659,78.35607,-6.968705,1.578876,0.453229,,,,,,,,,,,,1.18228,2.06087,2.51597,50,5.69685,-3.87884,-122.67381,-2.10731,1.82473,21.34987,-28.9933,TEX_AGG,ARK_RAZ,Olsen,D1,SEC,20220423-Olsen-1,c4f79650-c346-11ec-8d7f-1709ea31c659,83.16421,6.07531,,,,,,,,,9c698d1b-2b7c-4006-a691-88e8aef481af,c5821218-5e77-4d99-b2cc-ad4f6e8e9713,2022-04-23,20:48:44.76,2022-04-23T15:48:44.7626072-05:00,2022-04-23T20:48:44.7626072Z,,v3,,,23 April 2022 15:00-arkansas@texasam,"Turner, Michael",1000027137,Right,ARK_RAZ,55.23703,-123.58188,10.67493,5.76026,-0.87413,-14.49665,2.6826,-3.95645,0.91237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
159,2022-04-23,15:52:00.95,1,1,"Menefee, Joseph",1000015697,Left,TEX_AGG,"Slavens, Brady",1000054514,Left,ARK_RAZ,Undefined,5,Top,0,0,0,Fastball,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,90.77229,-1.673737,1.54182,2212.200643,149.873616,11:00,6.28636,0.30076,5.59919,-18.37584,15.77753,-8.5489,3.19136,1.0282,83.31122,-5.118153,0.016065,0.420618,,,,,,,,,,,,4.72221,8.74745,-0.42732,50,6.131,-3.16394,-131.78126,-4.45675,8.34463,26.72404,-16.7164,TEX_AGG,ARK_RAZ,Olsen,D1,SEC,20220423-Olsen-1,39e97be0-c347-11ec-8d7f-1709ea31c659,89.61197,7.46107,,,,,,,,,9c698d1b-2b7c-4006-a691-88e8aef481af,d839d639-13c2-4727-858b-a1de6bff02d4,2022-04-23,20:52:00.95,2022-04-23T15:52:00.9557336-05:00,2022-04-23T20:52:00.9557336Z,,v3,,,23 April 2022 15:00-arkansas@texasam,"Claunch, Troy",1000067847,Right,TEX_AGG,54.90154,-132.77153,13.36202,6.28467,-3.83732,-8.3582,-0.30435,-3.47316,4.17231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
160,2022-04-23,15:52:19.48,1,2,"Menefee, Joseph",1000015697,Left,TEX_AGG,"Slavens, Brady",1000054514,Left,ARK_RAZ,Undefined,5,Top,0,1,0,Fastball,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,90.80986,-3.827165,1.564037,2186.28806,146.354916,11:00,6.08038,0.26671,5.6051,-16.93525,17.48127,-10.88123,1.08966,0.82039,83.06339,-7.008239,-0.378825,0.422236,,,,,,,,,,,,5.96099,10.27792,-0.39336,50,5.74145,-3.11004,-131.54503,-9.34159,10.43451,28.16405,-14.18287,TEX_AGG,ARK_RAZ,Olsen,D1,SEC,20220423-Olsen-1,44f42cb0-c347-11ec-8d7f-1709ea31c659,89.26874,7.74647,,,,,,,,,9c698d1b-2b7c-4006-a691-88e8aef481af,9800a1a5-7cc3-4e69-8de9-c4a80de867ee,2022-04-23,20:52:19.48,2022-04-23T15:52:19.4887512-05:00,2022-04-23T20:52:19.4887512Z,,v3,,,23 April 2022 15:00-arkansas@texasam,"Claunch, Troy",1000067847,Right,TEX_AGG,54.8961,-132.58915,14.08202,6.07802,-8.81579,-7.09144,-0.27089,-3.49688,5.21726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
161,2022-04-23,15:52:42.60,1,3,"Menefee, Joseph",1000015697,Left,TEX_AGG,"Slavens, Brady",1000054514,Left,ARK_RAZ,Undefined,5,Top,0,2,0,Fastball,Cutter,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,90.139,-2.044181,1.280481,2184.355562,155.802918,11:15,6.0896,0.1202,5.73075,-18.61903,16.14843,-6.73555,2.6329,0.75167,82.09129,-5.556798,0.075132,0.424383,,,,,,,,,,,,3.77792,9.14351,-0.22291,50,5.90765,-2.62357,-130.74378,-5.2527,6.51219,28.6335,-16.41283,TEX_AGG,ARK_RAZ,Olsen,D1,SEC,20220423-Olsen-1,52be2490-c347-11ec-8d7f-1709ea31c659,88.81705,8.04771,,,,,,,,,9c698d1b-2b7c-4006-a691-88e8aef481af,3cc00034-e5d8-4e4b-a483-499915cc297e,2022-04-23,20:52:42.60,2022-04-23T15:52:42.6000728-05:00,2022-04-23T20:52:42.6000728Z,,v3,,,23 April 2022 15:00-arkansas@texasam,"Claunch, Troy",1000067847,Right,TEX_AGG,54.76834,-131.78393,14.31675,6.08763,-4.65648,-8.20642,-0.12331,-2.86013,3.2561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
162,2022-04-23,15:53:04.90,1,4,"Menefee, Joseph",1000015697,Left,TEX_AGG,"Slavens, Brady",1000054514,Left,ARK_RAZ,Undefined,5,Top,0,2,1,Fastball,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,90.77406,-4.58997,1.478844,2247.442955,145.933332,10:45,6.1563,0.38285,5.68232,-18.19824,16.29595,-10.23193,0.35047,0.90906,82.93762,-7.992808,-0.351396,0.422712,,,,,,,,,,,,5.63512,9.96127,-0.50088,50,5.75742,-2.94256,-131.35007,-11.13255,9.80778,28.79705,-14.83677,TEX_AGG,ARK_RAZ,Olsen,D1,SEC,20220423-Olsen-1,5ffd4190-c347-11ec-8d7f-1709ea31c659,89.16819,7.83644,,,,,,,,,9c698d1b-2b7c-4006-a691-88e8aef481af,4ea82c16-05c2-45ab-8299-eaef555c332b,2022-04-23,20:53:04.90,2022-04-23T15:53:04.9061720-05:00,2022-04-23T20:53:04.9061720Z,,v3,,,23 April 2022 15:00-arkansas@texasam,"Claunch, Troy",1000067847,Right,TEX_AGG,54.8186,-132.40228,14.39852,6.15428,-10.59043,-7.41839,-0.38682,-3.30092,4.90389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
163,2022-04-23,15:53:28.43,1,5,"Menefee, Joseph",1000015697,Left,TEX_AGG,"Slavens, Brady",1000054514,Left,ARK_RAZ,Undefined,5,Top,0,3,1,Fastball,Cutter,FoulBall,Undefined,Undefined,Undefined,0,0,,91.42237,-2.057708,0.632132,2251.028296,135.294474,10:30,6.03986,0.30127,5.77481,-19.69592,14.123,-12.84221,2.48275,-0.18064,83.1042,-5.762249,-1.668873,0.418554,,,,,,,,,,,,6.6991,8.14835,-0.34584,50,5.85797,-0.88838,-132.62006,-5.40641,11.84343,30.30442,-17.76844,TEX_AGG,ARK_RAZ,Olsen,D1,SEC,20220423-Olsen-1,6e0aab10-c347-11ec-8d7f-1709ea31c659,90.054,8.31817,,,,,,,,,9c698d1b-2b7c-4006-a691-88e8aef481af,cac51dae-577f-478e-8996-59d515f3c65a,2022-04-23,20:53:28.43,2022-04-23T15:53:28.4354392-05:00,2022-04-23T20:53:28.4354392Z,,v3,,,23 April 2022 15:00-arkansas@texasam,"Claunch, Troy",1000067847,Right,TEX_AGG,54.72472,-133.69533,15.15221,6.03861,-4.77595,-8.88422,-0.30686,-1.30861,5.92171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
164,2022-04-23,15:53:59.65,1,6,"Menefee, Joseph",1000015697,Left,TEX_AGG,"Slavens, Brady",1000054514,Left,ARK_RAZ,Undefined,5,Top,0,3,2,Fastball,Four-Seam,BallCalled,Walk,Undefined,Undefined,0,0,,92.21929,-2.485889,1.440229,2211.938323,164.771287,11:30,6.09404,0.39548,5.78347,-21.21832,11.60213,-2.89201,2.01073,1.49478,84.9912,-6.426215,0.922055,0.412329,,,,,,,,,,,,1.84476,6.86867,-0.51256,50,5.876,-3.2386,-133.88787,-6.54599,3.37161,27.04672,-19.62041,TEX_AGG,ARK_RAZ,Olsen,D1,SEC,20220423-Olsen-1,80ad5420-c347-11ec-8d7f-1709ea31c659,91.41352,7.22809,,,,,,,,,9c698d1b-2b7c-4006-a691-88e8aef481af,e78a8e43-0c19-488d-a59b-64b427cd6cb4,2022-04-23,20:53:59.65,2022-04-23T15:53:59.6549976-05:00,2022-04-23T20:53:59.6549976Z,,v3,,,23 April 2022 15:00-arkansas@texasam,"Claunch, Troy",1000067847,Right,TEX_AGG,54.71775,-134.83753,13.52336,6.09375,-5.85708,-9.81021,-0.39677,-3.35698,1.68581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
165,2022-04-23,15:54:42.07,2,1,"Menefee, Joseph",1000015697,Left,TEX_AGG,"Wallace, Cayden",691024,Right,ARK_RAZ,Undefined,5,Top,0,0,0,Fastball,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,91.56647,-1.151091,0.161442,2184.480494,160.455874,11:15,6.07172,0.08687,5.61993,-19.33651,14.13843,-4.66189,3.38591,-0.15095,84.1125,-4.765212,-0.671251,0.41642,,,,,,,,,,,,2.40114,7.77725,-0.0976,50,5.9611,-0.1656,-133.02536,-3.32896,4.32654,27.04716,-18.1605,TEX_AGG,ARK_RAZ,Olsen,D1,SEC,20220423-Olsen-1,99f8b370-c347-11ec-8d7f-1709ea31c659,90.51551,7.45397,,,,,,,,,9c698d1b-2b7c-4006-a691-88e8aef481af,1036b3aa-ddbc-473e-a37a-007a27fc1678,2022-04-23,20:54:42.07,2022-04-23T15:54:42.0702552-05:00,2022-04-23T20:54:42.0702552Z,,v3,,,23 April 2022 15:00-arkansas@texasam,"Claunch, Troy",1000067847,Right,TEX_AGG,54.88097,-134.0141,13.52358,6.07066,-2.66509,-9.08025,-0.08866,-0.32376,2.16327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
166,2022-04-23,15:55:03.35,2,2,"Menefee, Joseph",1000015697,Left,TEX_AGG,"Wallace, Cayden",691024,Right,ARK_RAZ,Undefined,5,Top,0,1,0,Slider,Changeup,StrikeCalled,Undefined,Undefined,Undefined,1,0,,84.69689,-1.768241,-0.922222,2542.781244,272.562484,3:00,6.06988,0.10507,5.2267,-38.74809,0.60091,9.91481,1.17774,0.06421,79.1235,-8.75379,0.839886,0.45148,,,,,,,,,,,,-5.20315,1.02126,-0.02781,50,5.87739,1.56381,-123.11785,-5.25277,-8.10994,20.89915,-30.58227,TEX_AGG,ARK_RAZ,Olsen,D1,SEC,20220423-Olsen-1,a69ffd40-c347-11ec-8d7f-1709ea31c659,83.48644,5.57339,,,,,,,,,9c698d1b-2b7c-4006-a691-88e8aef481af,44f0a34c-a5c3-4033-9800-bc0278e22a6d,2022-04-23,20:55:03.35,2022-04-23T15:55:03.3524568-05:00,2022-04-23T20:55:03.3524568Z,,v3,,,23 April 2022 15:00-arkansas@texasam,"Claunch, Troy",1000067847,Right,TEX_AGG,55.27788,-124.01052,10.44957,6.07385,-3.94649,-15.29113,-0.102,1.91022,-4.05497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
167,2022-04-23,15:55:27.61,2,3,"Menefee, Joseph",1000015697,Left,TEX_AGG,"Wallace, Cayden",691024,Right,ARK_RAZ,Undefined,5,Top,1,1,1,Fastball,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,91.13111,0.534232,-0.146366,2188.706641,152.223964,11:00,6.05553,0.08175,5.58904,-19.67395,14.41989,-7.01882,4.91492,-0.63984,82.93062,-3.166348,-1.398705,0.420252,,,,,,,,,,,,3.48603,7.46201,-0.06461,50,6.08876,0.65912,-132.28176,0.57636,6.16157,28.86985,-18.98482,TEX_AGG,ARK_RAZ,Olsen,D1,SEC,20220423-Olsen-1,b5094260-c347-11ec-8d7f-1709ea31c659,89.69018,8.20049,,,,,,,,,9c698d1b-2b7c-4006-a691-88e8aef481af,16d97609-2a6f-4869-b883-d63ea38f9732,2022-04-23,20:55:27.61,2022-04-23T15:55:27.6188504-05:00,2022-04-23T20:55:27.6188504Z,,v3,,,23 April 2022 15:00-arkansas@texasam,"Claunch, Troy",1000067847,Right,TEX_AGG,54.91004,-133.34905,14.43493,6.05448,1.27822,-9.49241,-0.08477,0.43133,3.08079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
168,2022-04-23,15:56:31.60,2,4,"Menefee, Joseph",1000015697,Left,TEX_AGG,"Wallace, Cayden",691024,Right,ARK_RAZ,Undefined,5,Top,1,2,1,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,91.41815,-1.474696,0.190654,1988.902612,182.496428,12:00,6.09934,0.14586,5.94174,-18.74229,14.08548,0.57591,3.16916,0.37072,84.9021,-4.977826,0.294149,0.412375,,,,,,,,,,,,-0.25209,7.85941,-0.16138,50,5.97102,-0.46688,-133.00624,-4.03034,-0.4591,24.0651,-17.86002,TEX_AGG,ARK_RAZ,Olsen,D1,SEC,20220423-Olsen-1,db3a5410-c347-11ec-8d7f-1709ea31c659,91.40337,6.51605,,,,,,,,,9c698d1b-2b7c-4006-a691-88e8aef481af,81786f09-d90d-4c5d-9934-ede6e392567d,2022-04-23,20:56:31.60,2022-04-23T15:56:31.6082008-05:00,2022-04-23T20:56:31.6082008Z,,v3,,,23 April 2022 15:00-arkansas@texasam,"Claunch, Troy",1000067847,Right,TEX_AGG,54.56087,-133.8289,12.03255,6.09836,-3.4198,-8.93001,-0.14569,-0.45118,-0.22955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
169,2022-04-23,15:56:54.51,2,5,"Menefee, Joseph",1000015697,Left,TEX_AGG,"Wallace, Cayden",691024,Right,ARK_RAZ,Undefined,5,Top,1,2,2,Fastball,Four-Seam,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,92.61804,-1.626528,0.392189,2105.206502,157.117858,11:15,6.0658,0.33431,5.82084,-12.67434,20.0082,-8.00075,3.49687,0.03223,84.48481,-4.071997,-1.041781,0.411462,,,,,,,,,,,,4.17071,10.96268,-0.36175,50,5.92511,-0.56029,-134.47243,-4.15816,7.62963,29.41849,-12.11968,TEX_AGG,ARK_RAZ,Olsen,D1,SEC,20220423-Olsen-1,e8dbdc60-c347-11ec-8d7f-1709ea31c659,91.60623,8.13323,,,,,,,,,9c698d1b-2b7c-4006-a691-88e8aef481af,7b8eb0c6-ac64-47c1-a75f-9b891f21e207,2022-04-23,20:56:54.51,2022-04-23T15:56:54.5150000-05:00,2022-04-23T20:56:54.5150000Z,,v3,,,23 April 2022 15:00-arkansas@texasam,"Claunch, Troy",1000067847,Right,TEX_AGG,54.67894,-135.49217,14.70925,6.06196,-3.73805,-6.05984,-0.33775,-0.82475,3.81481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.94607,2.480568,1.023488,1.45708,-1.74853,3.26653,0.02768,-5.33204,5.05791,3.83679,75.96699,3.70122,48.8228,-5.23387,61.03161,-3.64239,5.15531,20.29157,-14.61253,3.86635,32.76113,-1.30989,High,,,High,High,High,High,High
170,2022-04-23,15:57:33.70,3,1,"Menefee, Joseph",1000015697,Left,TEX_AGG,"Turner, Michael",1000027137,Left,ARK_RAZ,Undefined,5,Top,2,0,0,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,91.59878,-2.076457,0.119714,2209.444432,164.239853,11:30,6.04224,0.23788,5.74519,-17.85166,15.34946,-4.05878,2.62038,0.01111,84.49856,-5.419048,-0.607013,0.414713,,,,,,,,,,,,2.1089,8.65926,-0.24527,50,5.85862,-0.10287,-133.1052,-5.41113,3.81699,26.19845,-16.50131,TEX_AGG,ARK_RAZ,Olsen,D1,SEC,20220423-Olsen-1,0039c390-c348-11ec-8d7f-1709ea31c659,90.88796,7.10023,,,,,,,,,9c698d1b-2b7c-4006-a691-88e8aef481af,2db5a5a4-e118-4916-877e-e48d447bb88e,2022-04-23,20:57:33.70,2022-04-23T15:57:33.7050968-05:00,2022-04-23T20:57:33.7050968Z,,v3,,,23 April 2022 15:00-arkansas@texasam,"Claunch, Troy",1000067847,Right,TEX_AGG,54.7573,-134.03829,13.09922,6.04087,-4.82342,-8.25065,-0.23918,-0.23882,1.90849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
171,2022-04-23,15:57:55.18,3,2,"Menefee, Joseph",1000015697,Left,TEX_AGG,"Turner, Michael",1000027137,Left,ARK_RAZ,Undefined,5,Top,2,0,1,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,92.54519,-3.736314,0.738024,2179.635012,179.156122,12:00,5.99992,0.40603,5.81165,-16.50501,15.96942,-0.22138,1.14478,1.07393,85.64912,-6.820324,0.69833,0.410149,,,,,,,,,,,,0.29409,9.37477,-0.46641,50,5.68323,-1.72034,-134.30049,-9.30154,0.54328,25.95592,-14.85535,TEX_AGG,ARK_RAZ,Olsen,D1,SEC,20220423-Olsen-1,0d025100-c348-11ec-8d7f-1709ea31c659,91.8993,6.89607,,,,,,,,,9c698d1b-2b7c-4006-a691-88e8aef481af,54add2c6-aad9-4c8a-855b-c14f9bc7a0b8,2022-04-23,20:57:55.18,2022-04-23T15:57:55.1805784-05:00,2022-04-23T20:57:55.1805784Z,,v3,,,23 April 2022 15:00-arkansas@texasam,"Claunch, Troy",1000067847,Right,TEX_AGG,54.69023,-135.20392,12.97796,5.99799,-8.78448,-7.42768,-0.4062,-1.73925,0.27164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
172,2022-04-23,15:58:17.73,3,3,"Menefee, Joseph",1000015697,Left,TEX_AGG,"Turner, Michael",1000027137,Left,ARK_RAZ,Undefined,5,Top,2,0,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,93.51554,-2.989789,2.093235,2147.877784,188.950635,12:15,5.98284,0.51944,5.66369,-18.33721,13.5106,1.99095,1.66234,2.63819,86.88157,-6.383282,2.448768,0.406173,,,,,,,,,,,,-0.52366,7.8467,-0.69782,50,5.71793,-5.05139,-135.76361,-7.73524,-0.99279,25.32673,-17.29777,TEX_AGG,ARK_RAZ,Olsen,D1,SEC,20220423-Olsen-1,1a76d5e0-c348-11ec-8d7f-1709ea31c659,92.79896,6.63397,,,,,,,,,9c698d1b-2b7c-4006-a691-88e8aef481af,d4320970-b091-46c1-9a5a-51e8f566da15,2022-04-23,20:58:17.73,2022-04-23T15:58:17.7354584-05:00,2022-04-23T20:58:17.7354584Z,,v3,,,23 April 2022 15:00-arkansas@texasam,"Claunch, Troy",1000067847,Right,TEX_AGG,54.83866,-136.66328,12.66336,5.98179,-7.12078,-8.64888,-0.51901,-5.01612,-0.49639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
173,2022-04-23,15:58:38.59,3,4,"Menefee, Joseph",1000015697,Left,TEX_AGG,"Turner, Michael",1000027137,Left,ARK_RAZ,Undefined,5,Top,2,1,2,Slider,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,84.19381,0.191722,-0.746242,2807.985885,262.428854,2:45,6.03262,0.48669,5.21049,-37.0812,2.52087,11.53221,3.12283,0.74589,78.69955,-6.523439,1.299361,0.452929,,,,,,,,,,,,-5.95174,1.51957,-0.42677,50,6.02204,1.10976,-122.50867,-0.96776,-9.23611,19.41155,-29.81594,TEX_AGG,ARK_RAZ,Olsen,D1,SEC,20220423-Olsen-1,26eb01c0-c348-11ec-8d7f-1709ea31c659,83.21927,5.49426,,,,,,,,,9c698d1b-2b7c-4006-a691-88e8aef481af,13ed9f8f-375e-442c-934d-44785929fb1b,2022-04-23,20:58:38.59,2022-04-23T15:58:38.5933656-05:00,2022-04-23T20:58:38.5933656Z,,v3,,,23 April 2022 15:00-arkansas@texasam,"Claunch, Troy",1000067847,Right,TEX_AGG,55.2943,-123.3447,9.70577,6.03606,0.31638,-14.90797,-0.48313,1.50755,-4.61805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
174,2022-04-23,15:58:59.92,3,5,"Menefee, Joseph",1000015697,Left,TEX_AGG,"Turner, Michael",1000027137,Left,ARK_RAZ,Undefined,5,Top,2,2,2,Slider,Slider,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,81.52936,0.236645,-0.749225,2696.956451,265.181793,2:45,6.0073,0.32721,5.29905,-40.41931,1.85075,8.78469,2.86123,0.35579,75.97694,-7.096821,0.811881,0.467937,,,,,,,,,,,,-4.59579,1.20551,-0.26577,50,5.99899,1.19496,-118.58684,-0.94861,-6.65275,19.16109,-30.42899,TEX_AGG,ARK_RAZ,Olsen,D1,SEC,20220423-Olsen-1,33ac1520-c348-11ec-8d7f-1709ea31c659,80.55017,5.55242,,,,,,,,,9c698d1b-2b7c-4006-a691-88e8aef481af,c173b256-9531-4271-96df-1447b8a62689,2022-04-23,20:58:59.92,2022-04-23T15:58:59.9203160-05:00,2022-04-23T20:58:59.9203160Z,,v3,,,23 April 2022 15:00-arkansas@texasam,"Claunch, Troy",1000067847,Right,TEX_AGG,55.20521,-119.42493,9.58054,6.01137,0.38233,-15.21449,-0.3244,1.48594,-3.32637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
175,2022-04-23,16:01:30.67,1,1,"Morris, Zack",1000047549,Left,ARK_RAZ,"Moss, Jack",1000118171,Left,TEX_AGG,Undefined,5,Bottom,0,0,0,Curveball,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,77.50949,0.450203,3.257635,2169.3717,340.861813,5:15,5.71685,-2.75164,5.37047,-51.79231,-4.38599,2.01532,1.82365,0.47405,71.61319,-8.928745,3.615466,0.495552,,,,,,,,,,,,-0.12787,-1.91268,2.45767,50,5.72025,-6.4774,-112.4355,-0.87589,-0.164,19.99713,-34.62746,TEX_AGG,ARK_RAZ,Olsen,D1,SEC,20220423-Olsen-1,8d80c190-c348-11ec-8d7f-1709ea31c659,76.06149,5.8963,,,,,,,,,9c698d1b-2b7c-4006-a691-88e8aef481af,3e9421a0-e7d2-461f-9ea0-b8faf02da31c,2022-04-23,21:01:30.67,2022-04-23T16:01:30.6700632-05:00,2022-04-23T21:01:30.6700632Z,,v3,,,23 April 2022 15:00-arkansas@texasam,"Turner, Michael",1000027137,Right,ARK_RAZ,55.13323,-113.34479,9.99857,5.72428,0.69865,-17.31373,2.75203,-6.46994,-0.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
176,2022-04-23,16:01:51.62,1,2,"Morris, Zack",1000047549,Left,ARK_RAZ,"Moss, Jack",1000118171,Left,TEX_AGG,Undefined,5,Bottom,0,0,1,Curveball,Slider,BallinDirt,Undefined,Undefined,Undefined,0,0,,80.81185,-1.158526,3.576227,2260.220886,353.928557,5:45,5.79717,-2.67077,5.19404,-48.16117,-4.56229,0.61248,0.69163,0.74883,75.40238,-9.800183,3.68473,0.475236,,,,,,,,,,,,0.58004,-1.67382,2.33809,50,5.6524,-7.35231,-117.2459,-4.11959,0.81586,19.99324,-34.52843,TEX_AGG,ARK_RAZ,Olsen,D1,SEC,20220423-Olsen-1,99fc8e90-c348-11ec-8d7f-1709ea31c659,79.31315,5.40946,,,,,,,,,9c698d1b-2b7c-4006-a691-88e8aef481af,d1bce61c-1ac5-473d-b8ef-c954daa3cb01,2022-04-23,21:01:51.62,2022-04-23T16:01:51.6269400-05:00,2022-04-23T21:01:51.6269400Z,,v3,,,23 April 2022 15:00-arkansas@texasam,"Turner, Michael",1000027137,Right,ARK_RAZ,55.31095,-118.14807,9.99662,5.80313,-2.56153,-17.26421,2.67069,-7.38912,0.40793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,High,,,High
